timestamp,area,TDS,hardness,Ca,Mg,pH,turbidity,chlorine
2025-10-13 02:10:51,Whitefield,995.21,351.17,89.01,40.0,7.8,3.03,0.04
2025-10-13 02:55:51,Whitefield,743.06,209.47,80.0,40.0,8.26,1.38,0.02
2025-10-13 03:40:51,Whitefield,398.24,106.64,80.0,40.0,8.04,2.18,0.03
2025-10-13 04:25:51,Whitefield,707.72,384.83,124.55,40.0,7.48,1.77,0.03
2025-10-13 05:10:51,Whitefield,985.95,99.16,80.0,40.0,8.02,2.27,0.02
2025-10-13 05:55:51,Whitefield,613.12,160.2,80.0,40.0,7.05,1.04,0.03
2025-10-13 06:40:51,Whitefield,844.35,483.89,149.79,40.0,8.02,1.03,0.05
2025-10-13 07:25:51,Whitefield,852.34,117.57,80.0,40.0,7.6,3.95,0.01
2025-10-13 08:10:51,Whitefield,352.93,375.34,119.17,40.0,8.26,3.77,0.02
2025-10-13 08:55:51,Whitefield,608.61,491.72,150.79,40.0,7.6,3.41,0.02
2025-10-13 09:40:51,Whitefield,568.04,313.48,88.31,40.0,8.36,4.06,0.05
2025-10-13 10:25:51,Whitefield,575.49,251.89,80.0,40.0,7.3,2.22,0.02
2025-10-13 11:10:51,Whitefield,601.21,430.92,134.66,40.0,7.43,1.16,0.01
2025-10-13 11:55:51,Whitefield,845.15,185.29,80.0,40.0,7.48,1.45,0.01
2025-10-13 12:40:51,Whitefield,863.3,99.97,80.0,40.0,7.38,4.12,0.01
2025-10-13 13:25:51,Whitefield,904.18,292.21,83.52,40.0,7.1,1.58,0.03
2025-10-13 14:10:51,Whitefield,756.07,193.66,80.0,40.0,8.39,3.07,0.03
2025-10-13 14:55:51,Whitefield,787.9,284.28,80.0,40.0,8.13,2.81,0.02
2025-10-13 15:40:51,Whitefield,470.75,299.8,90.95,40.0,8.22,1.39,0.05
2025-10-13 16:25:51,Whitefield,950.85,108.91,80.0,40.0,7.49,1.88,0.04
2025-10-13 17:10:51,Whitefield,263.29,285.63,80.0,40.0,7.34,2.87,0.0
2025-10-13 17:55:51,Whitefield,325.48,240.93,80.0,40.0,7.17,1.81,0.0
2025-10-13 18:40:51,Whitefield,247.03,193.89,80.0,40.0,7.46,3.33,0.02
2025-10-13 19:25:51,Whitefield,676.68,478.0,128.24,40.0,8.22,2.01,0.0
2025-10-13 20:10:51,Whitefield,785.45,156.94,80.0,40.0,7.98,2.82,0.01
2025-10-13 20:55:51,Whitefield,943.88,440.82,118.11,40.0,7.61,1.69,0.04
2025-10-13 21:40:51,Whitefield,340.64,207.73,80.0,40.0,7.72,1.87,0.02
2025-10-13 22:25:51,Whitefield,243.51,149.06,80.0,40.0,7.35,3.33,0.04
2025-10-13 23:10:51,Whitefield,493.75,181.61,80.0,40.0,7.68,1.41,0.01
2025-10-13 23:55:51,Whitefield,833.12,141.74,80.0,40.0,7.98,2.99,0.01
2025-10-14 00:40:51,Whitefield,991.21,446.12,138.27,40.0,7.7,2.32,0.03
2025-10-14 01:25:51,Whitefield,638.01,286.38,88.43,40.0,7.12,1.65,0.02
2025-10-14 02:10:51,Whitefield,397.79,468.6,145.39,40.0,7.53,1.67,0.03
2025-10-14 02:55:51,Whitefield,719.84,197.37,80.0,40.0,8.26,1.94,0.02
2025-10-14 03:40:51,Whitefield,627.47,331.93,91.19,40.0,7.36,3.33,0.02
2025-10-14 04:25:51,Whitefield,321.25,357.64,91.46,40.0,7.03,4.3,0.0
2025-10-14 05:10:51,Whitefield,656.3,258.67,80.0,40.0,7.05,2.23,0.02
2025-10-14 05:55:51,Whitefield,279.4,159.87,80.0,40.0,7.22,2.55,0.04
2025-10-14 06:40:51,Whitefield,539.92,466.47,146.82,40.0,7.07,2.79,0.02
2025-10-14 07:25:51,Whitefield,404.65,165.29,80.0,40.0,7.03,3.19,0.01
2025-10-14 08:10:51,Whitefield,337.82,389.43,117.68,40.0,7.18,2.48,0.01
2025-10-14 08:55:51,Whitefield,506.34,297.66,86.6,40.0,7.56,2.64,0.05
2025-10-14 09:40:51,Whitefield,384.79,436.76,124.16,40.0,7.3,4.19,0.0
2025-10-14 10:25:51,Whitefield,522.81,368.72,93.09,40.0,7.47,1.05,0.02
2025-10-14 11:10:51,Whitefield,621.83,314.49,90.39,40.0,7.55,4.22,0.03
2025-10-14 11:55:51,Whitefield,914.65,461.91,126.38,40.0,7.8,3.32,0.04
2025-10-14 12:40:51,Whitefield,990.68,105.84,80.0,40.0,8.22,1.08,0.03
2025-10-14 13:25:51,Whitefield,904.15,118.1,80.0,40.0,7.57,4.25,0.02
2025-10-14 14:10:51,Whitefield,278.99,122.63,80.0,40.0,7.86,2.78,0.01
2025-10-14 14:55:51,Whitefield,385.51,306.49,91.65,40.0,8.08,2.73,0.03
2025-10-14 15:40:51,Whitefield,618.27,384.49,112.78,40.0,7.82,3.85,0.03
2025-10-14 16:25:51,Whitefield,379.42,489.32,145.55,40.0,7.97,3.52,0.05
2025-10-14 17:10:51,Whitefield,197.53,280.39,81.96,40.0,7.98,4.32,0.05
2025-10-14 17:55:51,Whitefield,597.59,404.73,128.51,40.0,8.02,2.01,0.02
2025-10-14 18:40:51,Whitefield,754.21,170.86,80.0,40.0,7.75,2.73,0.04
2025-10-14 19:25:51,Whitefield,647.07,413.34,118.48,40.0,7.18,2.67,0.03
2025-10-14 20:10:51,Whitefield,193.86,118.04,80.0,40.0,7.99,1.98,0.03
2025-10-14 20:55:51,Whitefield,653.02,261.46,80.0,40.0,7.28,2.57,0.03
2025-10-14 21:40:51,Whitefield,400.35,376.56,106.27,40.0,7.24,4.13,0.05
2025-10-14 22:25:51,Whitefield,720.11,131.0,80.0,40.0,7.46,3.43,0.01
2025-10-14 23:10:51,Whitefield,580.37,135.17,80.0,40.0,7.59,2.41,0.02
2025-10-14 23:55:51,Whitefield,642.37,304.48,80.0,40.0,8.22,2.68,0.02
2025-10-15 00:40:51,Whitefield,288.71,427.62,137.12,40.0,8.08,1.29,0.04
2025-10-15 01:25:51,Whitefield,498.3,459.33,145.99,40.0,7.18,4.28,0.02
2025-10-15 02:10:51,Whitefield,614.81,272.82,80.0,40.0,7.38,2.4,0.02
2025-10-15 02:55:51,Whitefield,420.41,317.33,86.57,40.0,7.64,1.11,0.0
2025-10-15 03:40:51,Whitefield,702.18,176.23,80.0,40.0,7.72,1.93,0.04
2025-10-15 04:25:51,Whitefield,462.51,329.25,88.62,40.0,7.77,4.13,0.04
2025-10-15 05:10:51,Whitefield,945.26,149.09,80.0,40.0,7.06,2.22,0.0
2025-10-15 05:55:51,Whitefield,287.77,456.11,132.75,40.0,7.23,2.24,0.03
2025-10-15 06:40:51,Whitefield,317.4,393.46,97.8,40.0,7.6,3.71,0.04
2025-10-15 07:25:51,Whitefield,908.91,195.06,80.0,40.0,7.95,3.0,0.03
2025-10-15 08:10:51,Whitefield,348.51,166.57,80.0,40.0,8.37,2.37,0.03
2025-10-15 08:55:51,Whitefield,519.82,238.55,80.0,40.0,7.51,1.26,0.04
2025-10-15 09:40:51,Whitefield,555.08,97.45,80.0,40.0,8.12,1.86,0.04
2025-10-15 10:25:51,Whitefield,618.26,375.82,107.23,40.0,7.48,3.71,0.03
2025-10-15 11:10:51,Whitefield,512.27,334.65,101.8,40.0,7.38,3.08,0.03
2025-10-15 11:55:51,Whitefield,487.16,161.86,80.0,40.0,7.13,3.4,0.04
2025-10-15 12:40:51,Whitefield,738.73,362.51,89.71,40.0,7.83,2.22,0.01
2025-10-15 13:25:51,Whitefield,917.88,362.57,112.45,40.0,8.09,1.58,0.04
2025-10-15 14:10:51,Whitefield,810.89,451.16,139.23,40.0,7.82,2.91,0.0
2025-10-15 14:55:51,Whitefield,889.44,267.47,80.0,40.0,8.02,1.7,0.01
2025-10-15 15:40:51,Whitefield,604.5,456.92,145.54,40.0,7.88,4.06,0.02
2025-10-15 16:25:51,Whitefield,668.3,133.54,80.0,40.0,7.94,4.06,0.0
2025-10-15 17:10:51,Whitefield,651.35,364.87,99.04,40.0,7.33,1.38,0.03
2025-10-15 17:55:51,Whitefield,921.62,269.0,82.05,40.0,7.45,2.73,0.05
2025-10-15 18:40:51,Whitefield,376.07,239.25,80.0,40.0,7.03,3.75,0.05
2025-10-15 19:25:51,Whitefield,341.91,342.13,99.49,40.0,8.03,3.72,0.03
2025-10-15 20:10:51,Whitefield,342.69,323.8,87.4,40.0,8.14,1.83,0.05
2025-10-15 20:55:51,Whitefield,913.43,134.97,80.0,40.0,7.58,3.8,0.01
2025-10-15 21:40:51,Whitefield,397.88,247.96,80.0,40.0,8.32,2.85,0.04
2025-10-15 22:25:51,Whitefield,710.71,137.18,80.0,40.0,7.44,3.22,0.0
2025-10-15 23:10:51,Whitefield,599.42,151.81,80.0,40.0,7.31,3.79,0.04
2025-10-15 23:55:51,Whitefield,828.61,133.55,80.0,40.0,7.5,3.96,0.01
2025-10-16 00:40:51,Whitefield,962.82,287.09,89.86,40.0,7.49,1.71,0.01
2025-10-16 01:25:51,Whitefield,767.18,404.98,124.5,40.0,7.47,2.16,0.03
2025-10-16 02:10:51,Whitefield,804.44,305.39,80.0,40.0,7.81,2.55,0.04
2025-10-16 02:55:51,Whitefield,810.99,306.8,88.95,40.0,7.93,3.03,0.04
2025-10-16 03:40:51,Whitefield,782.83,430.82,122.86,40.0,7.56,3.68,0.02
2025-10-16 04:25:51,Whitefield,249.38,412.47,103.39,40.0,7.43,2.05,0.01
2025-10-16 05:10:51,Whitefield,807.83,301.67,80.0,40.0,7.41,2.26,0.04
2025-10-16 05:55:51,Whitefield,686.41,96.23,80.0,40.0,7.68,3.76,0.03
2025-10-16 06:40:51,Whitefield,978.52,362.64,96.64,40.0,8.26,2.62,0.04
2025-10-16 07:25:51,Whitefield,852.8,360.93,94.24,40.0,8.08,4.47,0.01
2025-10-16 08:10:51,Whitefield,296.84,414.35,111.93,40.0,8.08,2.61,0.02
2025-10-16 08:55:51,Whitefield,909.74,477.48,124.06,41.18,7.28,2.13,0.01
2025-10-16 09:40:51,Whitefield,776.0,216.11,80.0,40.0,7.43,1.32,0.03
2025-10-16 10:25:51,Whitefield,460.75,484.31,136.19,40.0,7.11,3.32,0.02
2025-10-16 11:10:51,Whitefield,995.6,327.46,92.25,40.0,7.42,1.29,0.0
2025-10-16 11:55:51,Whitefield,404.53,339.67,84.22,40.0,7.33,4.16,0.01
2025-10-16 12:40:51,Whitefield,597.46,421.27,113.34,40.0,8.07,3.15,0.0
2025-10-16 13:25:51,Whitefield,473.51,436.5,136.29,40.0,7.7,3.51,0.02
2025-10-16 14:10:51,Whitefield,738.81,401.16,123.33,40.0,7.89,3.88,0.04
2025-10-16 14:55:51,Whitefield,229.19,242.06,80.0,40.0,8.24,3.12,0.01
2025-10-16 15:40:51,Whitefield,455.93,300.61,85.41,40.0,8.17,2.94,0.0
2025-10-16 16:25:51,Whitefield,592.77,304.6,93.34,40.0,7.25,1.54,0.02
2025-10-16 17:10:51,Whitefield,395.07,188.93,80.0,40.0,7.02,3.24,0.01
2025-10-16 17:55:51,Whitefield,357.69,99.44,80.0,40.0,7.68,3.87,0.0
2025-10-16 18:40:51,Whitefield,277.52,367.51,112.82,40.0,7.01,1.06,0.05
2025-10-16 19:25:51,Whitefield,662.71,359.05,107.25,40.0,7.5,4.24,0.01
2025-10-16 20:10:51,Whitefield,955.45,142.72,80.0,40.0,7.48,3.83,0.0
2025-10-16 20:55:51,Whitefield,545.42,405.49,122.93,40.0,7.54,1.1,0.0
2025-10-16 21:40:51,Whitefield,942.81,466.77,117.06,43.07,7.87,3.38,0.04
2025-10-16 22:25:51,Whitefield,607.16,341.56,89.91,40.0,7.2,4.0,0.01
2025-10-16 23:10:51,Whitefield,536.72,441.83,119.75,40.0,7.07,2.78,0.01
2025-10-16 23:55:51,Whitefield,716.64,420.86,132.52,40.0,7.44,3.26,0.03
2025-10-17 00:40:51,Whitefield,890.34,364.38,111.87,40.0,7.35,3.94,0.02
2025-10-17 01:25:51,Whitefield,893.59,211.7,80.0,40.0,8.1,3.66,0.03
2025-10-17 02:10:51,Whitefield,732.08,131.89,80.0,40.0,7.71,4.26,0.04
2025-10-17 02:55:51,Whitefield,754.01,165.29,80.0,40.0,8.35,4.46,0.01
2025-10-17 03:40:51,Whitefield,678.46,423.66,109.35,40.0,7.7,3.19,0.02
2025-10-17 04:25:51,Whitefield,862.91,137.27,80.0,40.0,7.43,1.21,0.03
2025-10-17 05:10:51,Whitefield,797.52,209.08,80.0,40.0,7.1,1.13,0.04
2025-10-17 05:55:51,Whitefield,903.7,347.11,108.55,40.0,8.06,2.71,0.02
2025-10-17 06:40:51,Whitefield,694.59,264.67,82.34,40.0,7.31,4.01,0.05
2025-10-17 07:25:51,Whitefield,963.73,391.69,96.64,40.0,7.41,3.4,0.02
2025-10-17 08:10:51,Whitefield,399.14,481.9,154.56,40.0,8.21,1.97,0.01
2025-10-17 08:55:51,Whitefield,482.37,299.58,83.52,40.0,7.27,1.3,0.03
2025-10-17 09:40:51,Whitefield,201.61,348.87,100.8,40.0,7.05,2.14,0.05
2025-10-17 10:25:51,Whitefield,469.25,367.58,102.12,40.0,7.25,2.97,0.05
2025-10-17 11:10:51,Whitefield,964.19,422.93,126.81,40.0,8.34,1.65,0.0
2025-10-17 11:55:51,Whitefield,657.65,126.74,80.0,40.0,8.18,2.63,0.03
2025-10-17 12:40:51,Whitefield,988.57,420.32,121.78,40.0,7.92,1.43,0.0
2025-10-17 13:25:51,Whitefield,718.48,99.64,80.0,40.0,7.08,3.49,0.0
2025-10-17 14:10:51,Whitefield,247.19,432.87,128.19,40.0,8.13,3.25,0.02
2025-10-17 14:55:51,Whitefield,414.31,218.78,80.0,40.0,7.15,2.98,0.04
2025-10-17 15:40:51,Whitefield,824.32,238.99,80.0,40.0,7.96,3.57,0.05
2025-10-17 16:25:51,Whitefield,905.09,464.22,144.61,40.0,8.15,1.81,0.05
2025-10-17 17:10:51,Whitefield,677.09,470.7,141.19,40.0,7.54,3.69,0.01
2025-10-17 17:55:51,Whitefield,768.8,176.29,80.0,40.0,7.63,2.68,0.04
2025-10-17 18:40:51,Whitefield,864.41,484.29,130.14,40.0,7.07,3.33,0.05
2025-10-17 19:25:51,Whitefield,746.65,446.34,132.95,40.0,8.09,3.55,0.01
2025-10-17 20:10:51,Whitefield,698.17,264.19,80.0,40.0,8.4,1.3,0.04
2025-10-17 20:55:51,Whitefield,593.45,441.77,132.29,40.0,8.23,2.35,0.03
2025-10-17 21:40:51,Whitefield,1001.79,267.1,80.0,40.0,7.57,3.56,0.03
2025-10-17 22:25:51,Whitefield,739.89,240.46,80.0,40.0,7.29,4.26,0.01
2025-10-17 23:10:51,Whitefield,225.0,115.27,80.0,40.0,8.3,2.55,0.05
2025-10-17 23:55:51,Whitefield,822.29,468.99,136.65,40.0,7.79,3.58,0.03
2025-10-18 00:40:51,Whitefield,363.48,105.16,80.0,40.0,8.36,4.0,0.03
2025-10-18 01:25:51,Whitefield,303.56,453.93,120.94,40.0,7.75,1.52,0.02
2025-10-18 02:10:51,Whitefield,798.16,391.8,99.16,40.0,7.29,3.01,0.04
2025-10-18 02:55:51,Whitefield,563.39,231.61,80.0,40.0,7.92,4.08,0.03
2025-10-18 03:40:51,Whitefield,641.41,312.56,87.98,40.0,7.55,3.67,0.03
2025-10-18 04:25:51,Whitefield,777.14,188.47,80.0,40.0,7.72,1.22,0.01
2025-10-18 05:10:51,Whitefield,728.33,329.27,84.31,40.0,7.5,1.09,0.02
2025-10-18 05:55:51,Whitefield,251.57,256.97,80.0,40.0,7.34,1.58,0.03
2025-10-18 06:40:51,Whitefield,290.75,283.36,80.0,40.0,7.36,1.94,0.04
2025-10-18 07:25:51,Whitefield,799.09,102.08,80.0,40.0,7.37,3.44,0.01
2025-10-18 08:10:51,Whitefield,803.16,461.76,124.75,40.0,7.0,1.16,0.04
2025-10-18 08:55:51,Whitefield,304.62,368.17,114.93,40.0,7.96,3.38,0.04
2025-10-18 09:40:51,Whitefield,544.32,474.01,126.23,40.0,7.13,1.85,0.04
2025-10-18 10:25:51,Whitefield,952.56,466.36,110.13,44.97,7.85,1.47,0.04
2025-10-18 11:10:51,Whitefield,831.18,420.87,111.91,40.0,7.59,3.72,0.04
2025-10-18 11:55:51,Whitefield,309.26,217.55,80.0,40.0,7.94,1.95,0.0
2025-10-18 12:40:51,Whitefield,285.17,166.91,80.0,40.0,7.06,2.69,0.01
2025-10-18 13:25:51,Whitefield,735.48,106.95,80.0,40.0,7.28,3.54,0.04
2025-10-18 14:10:51,Whitefield,337.29,304.41,80.0,40.0,8.26,2.92,0.03
2025-10-18 14:55:51,Whitefield,825.3,170.15,80.0,40.0,7.49,3.3,0.02
2025-10-18 15:40:51,Whitefield,299.35,120.5,80.0,40.0,8.33,3.23,0.04
2025-10-18 16:25:51,Whitefield,758.58,333.61,80.0,40.0,7.97,2.44,0.04
2025-10-18 17:10:51,Whitefield,245.7,189.08,80.0,40.0,8.2,1.98,0.05
2025-10-18 17:55:51,Whitefield,193.05,205.84,80.0,40.0,7.75,3.37,0.02
2025-10-18 18:40:51,Whitefield,493.65,179.45,80.0,40.0,8.37,2.7,0.03
2025-10-18 19:25:51,Whitefield,849.13,337.14,82.42,40.0,7.32,1.16,0.0
2025-10-18 20:10:51,Whitefield,360.83,265.81,80.0,40.0,8.26,4.13,0.01
2025-10-18 20:55:51,Whitefield,318.04,183.51,80.0,40.0,7.1,3.73,0.03
2025-10-18 21:40:51,Whitefield,400.83,274.42,85.52,40.0,7.72,2.49,0.02
2025-10-18 22:25:51,Whitefield,552.14,426.99,130.89,40.0,7.95,3.34,0.0
2025-10-18 23:10:51,Whitefield,895.1,476.07,129.67,40.0,7.77,2.07,0.01
2025-10-18 23:55:51,Whitefield,571.06,190.14,80.0,40.0,7.28,1.11,0.01
2025-10-19 00:40:51,Whitefield,214.25,163.86,80.0,40.0,7.5,3.71,0.04
2025-10-19 01:25:51,Whitefield,558.33,365.03,107.12,40.0,7.9,3.33,0.04
2025-10-19 02:10:51,Whitefield,785.52,447.93,108.13,43.89,8.09,4.15,0.04
2025-10-19 02:55:51,Whitefield,974.17,152.56,80.0,40.0,7.35,1.78,0.04
2025-10-19 03:40:51,Whitefield,235.56,280.0,82.49,40.0,7.15,4.2,0.05
2025-10-19 04:25:51,Whitefield,951.01,300.46,80.0,40.0,7.2,3.55,0.01
2025-10-19 05:10:51,Whitefield,998.63,274.99,80.0,40.0,7.05,2.25,0.03
2025-10-19 05:55:51,Whitefield,671.24,264.23,80.0,40.0,7.47,3.91,0.02
2025-10-19 06:40:51,Whitefield,604.82,206.37,80.0,40.0,7.28,1.59,0.01
2025-10-19 07:25:51,Whitefield,603.05,165.83,80.0,40.0,7.98,3.96,0.03
2025-10-19 08:10:51,Whitefield,682.89,477.75,125.35,40.99,7.77,2.88,0.01
2025-10-19 08:55:51,Whitefield,362.19,333.1,95.0,40.0,7.46,1.53,0.03
2025-10-19 09:40:51,Whitefield,432.24,296.21,92.92,40.0,7.85,3.43,0.05
2025-10-19 10:25:51,Whitefield,596.06,411.65,128.27,40.0,7.95,4.17,0.03
2025-10-19 11:10:51,Whitefield,925.02,401.5,124.45,40.0,7.89,4.45,0.05
2025-10-19 11:55:51,Whitefield,546.48,470.78,139.46,40.0,7.82,1.39,0.01
2025-10-19 12:40:51,Whitefield,476.78,355.4,87.39,40.0,8.22,4.21,0.04
2025-10-19 13:25:51,Whitefield,399.04,334.7,96.84,40.0,7.13,3.87,0.04
2025-10-19 14:10:51,Whitefield,368.71,167.69,80.0,40.0,7.26,2.5,0.01
2025-10-19 14:55:51,Whitefield,983.95,133.44,80.0,40.0,7.51,2.39,0.01
2025-10-19 15:40:51,Whitefield,339.29,136.04,80.0,40.0,8.39,3.91,0.05
2025-10-19 16:25:51,Whitefield,883.41,461.67,143.13,40.0,7.88,1.83,0.04
2025-10-19 17:10:51,Whitefield,695.89,152.69,80.0,40.0,7.85,4.13,0.01
2025-10-19 17:55:51,Whitefield,602.23,116.41,80.0,40.0,7.84,2.38,0.03
2025-10-19 18:40:51,Whitefield,492.04,368.8,105.89,40.0,8.05,1.36,0.02
2025-10-19 19:25:51,Whitefield,672.86,274.85,80.0,40.0,7.36,1.12,0.01
2025-10-19 20:10:51,Whitefield,243.54,475.7,142.77,40.0,7.28,2.35,0.02
2025-10-19 20:55:51,Whitefield,446.86,140.0,80.0,40.0,7.86,2.96,0.04
2025-10-19 21:40:51,Whitefield,470.67,224.92,80.0,40.0,7.12,4.08,0.02
2025-10-19 22:25:51,Whitefield,543.47,304.3,81.41,40.0,8.01,2.18,0.01
2025-10-19 23:10:51,Whitefield,904.01,348.94,95.23,40.0,7.48,2.36,0.01
2025-10-19 23:55:51,Whitefield,945.26,408.12,118.4,40.0,7.12,4.34,0.05
2025-10-20 00:40:51,Whitefield,254.47,274.44,82.71,40.0,7.78,1.85,0.01
2025-10-20 01:25:51,Whitefield,777.81,459.51,145.81,40.0,8.03,2.27,0.02
2025-10-20 02:10:51,Whitefield,594.79,352.57,99.52,40.0,7.99,1.45,0.03
2025-10-20 02:55:51,Whitefield,567.43,348.85,110.71,40.0,7.11,3.71,0.04
2025-10-20 03:40:51,Whitefield,719.11,214.52,80.0,40.0,8.39,2.61,0.05
2025-10-20 04:25:51,Whitefield,650.06,155.66,80.0,40.0,7.74,4.11,0.0
2025-10-20 05:10:51,Whitefield,533.9,456.27,134.87,40.0,8.06,2.34,0.03
2025-10-20 05:55:51,Whitefield,198.29,123.75,80.0,40.0,7.65,2.73,0.02
2025-10-20 06:40:51,Whitefield,933.26,449.12,129.76,40.0,7.68,4.49,0.02
2025-10-20 07:25:51,Whitefield,208.42,304.32,80.58,40.0,8.02,1.7,0.02
2025-10-20 08:10:51,Whitefield,943.27,237.61,80.0,40.0,7.04,4.1,0.02
2025-10-20 08:55:51,Whitefield,943.6,391.18,125.87,40.0,7.37,1.18,0.02
2025-10-20 09:40:51,Whitefield,808.91,312.52,80.57,40.0,7.73,1.12,0.03
2025-10-20 10:25:51,Whitefield,372.87,430.69,134.18,40.0,7.47,3.63,0.05
